'Ehdokasnumero';'Kuntanumero';'Etunimet';'Sukunimi';'Arvo/ammatti/tehtava';'Vaalipiiri/Kunta';'Puolue';'Saapumispaiva';'Muokkauspaiva';'Ehdokkaan mahdollisen tukiryhman nimi';'Vaalirahoitukseni ei ole ylittanyt 800 euroa';'Vaalikampanjan kulut yhteensa';'Sanoma- ilmaisjakelu- ja aikakauslehdet';'Radio';'Televisio';'Tietoverkot';'Muut viestintavalineet';'Ulkomainonta';'Vaalilehtien esitteiden ja muun painetun materiaalin hankinta';'Mainonnan suunnittelu';'Vaalitilaisuudet';'Vastikeellisen tuen hankintakulut';'Muut kulut';'Vaalikampanjan rahoitus yhteensa';'2.1 Rahoitus sisaltaa omia varoja yhteensa';'2.2 Rahoitus sisaltaa ehdokkaan ja tukiryhman ottamia lainoja yhteensa';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa';'2.3 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta yksityishenkilolta ("x")';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa';'2.4 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta yrityksilta ("x")';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa';'2.5 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta puolueelta ("x")';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa';'2.6 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta puolueyhdistyksilta ("x")';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa';'2.7 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta muilta tahoilta ("x")';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti';'2.8 Rahoitus sisaltaa valitettya tukea yhteensa';'E. vapaaehtoinen erittely'
'0022';'106';'Juhani';'Skyttä';'opistoupseeri evp';'Hyvinkää';'KESK';'24.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0026';'106';'Maria';'Vartiainen';'sairaanhoitaja';'Hyvinkää';'KESK';'30.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0029';'106';'Anna-Mari';'Moberg-Jokinen';'daghemsföreståndare, lärare inom småbarnspedagogik';'Hyvinkää';'RKP';'4.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0032';'106';'Andeliina';'Cieslak';'sairaanhoitaja, amk';'Hyvinkää';'KOK';'6.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0033';'106';'Markus';'Eerola';'maaseutuyrittäjä';'Hyvinkää';'KOK';'1.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0036';'106';'Juha';'Hakala';'myyntipäällikkö';'Hyvinkää';'KOK';'15.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0038';'106';'Marja';'Heinimäki';'toimitusjohtaja';'Hyvinkää';'KOK';'11.8.2021';'';'';'';'113,50';'';'';'';'';'';'';'';'';'';'';'113,50';'113,50';'113,50';'0000';'0';'';'';'0';'';'';'0';'';'';'0';'';'';'0';'';'';'0';''
'0039';'106';'Anton';'Hietsilta';'opiskelija, yrittäjä';'Hyvinkää';'KOK';'5.7.2021';'';'';'';'501,84';'';'';'';'234,16';'';'';'267,68';'';'';'';'';'501,84';'271,84';'';'';'X';'';'';'X';'';'';'X';'';'230,00';'X';'';'';'X';'';'';''
'0041';'106';'Aki';'Junnila';'yrittäjä, sähköasentaja';'Hyvinkää';'KOK';'29.6.2021';'';'';'';'2321,87';'811,64';'';'';'285,62';'';'400';'522,90';'';'';'';'301,71';'2321,87';'2321,87';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0046';'106';'Charlotta';'Kivistö';'intendentti, muusikko';'Hyvinkää';'KOK';'15.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0047';'106';'Annika';'Kokko';'opintojohtaja, KM';'Hyvinkää';'KOK';'2.8.2021';'';'';'';'540';'540';'';'';'';'';'';'';'';'';'';'';'540';'540';'';'';'';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0049';'106';'Pekka';'Kuusela';'myyntijohtaja';'Hyvinkää';'KOK';'16.8.2021';'';'';'';'837';'';'';'';'';'';'337';'500';'';'';'';'';'837';'837';'0';'0';'';'';'0';'';'';'0';'';'';'0';'';'';'0';'';'';'0';''
'0053';'106';'Arto';'Latostenmaa';'maanviljelijä, myyjä';'Hyvinkää';'KOK';'19.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0056';'106';'Sari-Leena';'Lund';'viestintäjohtaja';'Hyvinkää';'KOK';'15.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0057';'106';'Hanna';'Mamia-Walther';'FM, museonjohtaja';'Hyvinkää';'KOK';'3.8.2021';'';'';'';'459,6';'';'';'';'100,00';'';'';'359,60';'';'';'';'';'459,6';'459,6';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0062';'106';'Ari';'Mäkelä';'korjaamopäällikkö';'Hyvinkää';'KOK';'16.8.2021';'';'';'';'585,20';'';'';'';'';'';'220,00';'285,20';'';'';'';'80,00';'585,20';'585,20';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0064';'106';'Konsta';'Mönkkönen';'opettaja, mus.maist.';'Hyvinkää';'KOK';'12.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0068';'106';'Iina';'Palonen';'oikeustieteen ylioppilas';'Hyvinkää';'KOK';'12.8.2021';'';'';'';'765,26';'';'';'';'652,5';'';'';'112,76';'';'';'';'';'765,26';'405,26';'0';'100';'X';'';'0';'X';'';'0';'X';'';'260';'X';'';'0';'X';'';'';''
'0069';'106';'Riikka';'Piisku';'myyntipäällikkö';'Hyvinkää';'KOK';'29.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0071';'106';'Pentti';'Puhakka';'diplomi-insinööri';'Hyvinkää';'KOK';'22.6.2021';'';'';'';'217,25';'';'';'';'';'';'217,25';'';'';'';'';'';'217,25';'217,25';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0072';'106';'Riitta';'Puupponen';'perushoitaja, eläkeläinen';'Hyvinkää';'KOK';'30.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Kokoomuksen Kuntavaaliehdokkuusraha 80€Aamupostin lehtimainos x 2 (280,86€+249,86€) 530,72€Vaalimainosten kopiointikulut 117,18€= 727,90€'
'0074';'106';'Jaakko';'Rainio';'rehtori';'Hyvinkää';'KOK';'18.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0075';'106';'Antti';'Rantalainen';'yrittäjä, kauppaneuvos';'Hyvinkää';'KOK';'14.8.2021';'';'';'';'4000';'2000';'';'';'';'';'1000';'1000';'';'';'';'';'4000';'4000';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0076';'106';'Iida-Eveliina';'Rantalainen';'fysioterapeutti, yrittäjä';'Hyvinkää';'KOK';'14.8.2021';'';'';'';'4000';'2500';'';'';'';'';'1500';'';'';'';'';'';'4000';'4000';'0';'0';'';'';'0';'';'';'0';'';'';'0';'';'';'0';'';'';'0';''
'0078';'106';'Laura';'Salminen';'KTM, henkilöstöhallinnon asiantuntija';'Hyvinkää';'KOK';'1.8.2021';'';'';'';'955,07';'0';'0';'0';'355,58';'0';'0';'599,49';'0';'0';'0';'0';'955,07';'955,07';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0083';'106';'Krista';'Silfverberg';'erityisluokanopettaja, KM';'Hyvinkää';'KOK';'3.8.2021';'';'';'';'3059,83';'2539,83';'0';'0';'240';'0';'0';'0';'0';'0';'0';'280';'3059,83';'520';'0';'0';'';'';'2539,83';'';'';'0';'';'';'0';'';'';'0';'';'';'';''
'0093';'106';'Tuula';'Vanhatalo';'MMK';'Hyvinkää';'KOK';'10.8.2021';'';'';'';'3543,77';'1249,04';'';'';'602,01';'';'1465,72';'147';'';'';'';'80';'3543,77';'3543,77';'0';'0';'';'';'0';'';'';'0';'';'';'0';'';'';'0';'';'';'0';''
'0100';'106';'Anne';'Vuorinen';'KM, yritys- ja elinvoimapalv.johtaja';'Hyvinkää';'KOK';'4.8.2021';'';'';'';'539,80';'80';'';'';'';'160';'';'299,80';'';'';'';'';'539,80';'539,80';'0';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'';''
'0110';'106';'Johanna';'Jokinen';'turvallisuudesta vastaava erikoissuunnittelija, rikosseuraamusalan sosionomi AMK';'Hyvinkää';'VAS';'10.8.2021';'';'';'';'900';'';'';'';'';'100';'600';'200';'';'';'';'';'900';'550';'';'50';'X';'';'';'X';'';'';'X';'';'';'X';'';'300';'X';'';'';''
'0112';'106';'Anu';'Karvinen';'kehittämisasiantuntija, kauppatieteiden maisteri';'Hyvinkää';'VAS';'10.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0115';'106';'Minna';'Laitila';'sairaanhoitaja AMK';'Hyvinkää';'VAS';'9.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Vaalikampanjaan käytetty rahamäärä 0€.'
'0119';'106';'Waltteri';'Nummelin';'yo-merkonomi';'Hyvinkää';'VAS';'16.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Olen yhteensä 10 euron arvosta tulostanut vaalilentolehtisiä kotitulostimella, jotka olen sitten jakanut itse polkupyörää apuna käyttäen.'
'0123';'106';'Riika';'Raunisalo';'hautaustoimistotyöntekijä, agrologi AMK';'Hyvinkää';'VAS';'15.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0125';'106';'Sini';'Salminen';'pintakäsittelijä';'Hyvinkää';'VAS';'16.8.2021';'';'';'';'1143,5';'200';'0';'0';'200';'0';'400';'260';'0';'0';'0';'83,5';'1143,5';'0';'0';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'1143,5';'X';'';'0';''
'0127';'106';'Olli';'Savela';'yliaktuaari';'Hyvinkää';'VAS';'3.7.2021';'';'';'';'767,20';'767,20';'';'';'';'';'';'';'';'';'';'';'767,20';'767,20';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0132';'106';'Iida';'Ylönen';'myyjä, muotoilija AMK';'Hyvinkää';'VAS';'15.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Paikallisyhdistys osti ulkomainoksen hintaan 200€, minkä laskutti allekirjoittaneelta. Allekirjoittanut hakee edellämainitun summan maksukuittia vastaan liitolta vaalitukena.'
'0133';'106';'Päivi';'Ahokas';'sähköisen taloushallinnon asiantuntija';'Hyvinkää';'SDP';'12.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0136';'106';'Janne';'Bruun';'toiminnanjohtaja';'Hyvinkää';'SDP';'26.7.2021';'';'';'';'808,98';'';'';'';'219,98';'';'198,40';'390,60';'';'';'';'';'808,98';'608,98';'0';'200';'';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
'0138';'106';'Niko';'Eskelinen';'asiakaskokemusjohtaja';'Hyvinkää';'SDP';'27.7.2021';'';'';'';'4559';'';'';'';'800';'';'3259';'';'500';'';'';'';'4559';'4559';'0';'0';'';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
'0143';'106';'Maarit';'Hemmilä';'sairaanhoitaja, kouluttaja';'Hyvinkää';'SDP';'17.6.2021';'17.6.2021';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0144';'106';'Jyrki';'Hietikko';'eläkeläinen';'Hyvinkää';'SDP';'13.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Vaalikampanjan kulut 0€. '
'0147';'106';'Jouni';'Jokinen';'pääluottamusmies';'Hyvinkää';'SDP';'26.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0151';'106';'Pasi';'Karttunen';'sopimusasiantuntija';'Hyvinkää';'SDP';'29.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0155';'106';'Jussi';'Kukkola';'järjestöasiantuntija';'Hyvinkää';'SDP';'21.6.2021';'';'';'';'1623,30';'1035,43';'';'';'137,87';'';'450';'';'';'';'';'';'1623,30';'599,74';'';'';'X';'';'223,56';'X';'';'';'X';'';'';'X';'';'800';'X';'';'';'Muilta tahoilta saatua tukea 500 € + 300 € eli yhteensä 800 €.'
'0156';'106';'Piia';'Kuusniemi';'pääluottamusmies';'Hyvinkää';'SDP';'21.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0157';'106';'Lauri';'Kämäri';'järjestöasiantuntija';'Hyvinkää';'SDP';'17.8.2021';'';'';'';'50';'';'';'';'';'';'';'50';'';'';'';'';'50';'50';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'Omaan piikkiin skannasin ja tulostelin A4:lle vaalimainoksia, jotka poikani oli taiteillut. Mx. kulu 50 e. Ei muita rahoituslähteitä.'
'0163';'106';'Pekka';'Laine';'eläkeläinen, ent. komisario';'Hyvinkää';'SDP';'28.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0166';'106';'Tuula';'Latosuo';'sairaanhoitaja, eläkeläinen';'Hyvinkää';'SDP';'21.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0169';'106';'Hannele';'Liesmäki';'diakoni';'Hyvinkää';'SDP';'1.9.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0170';'106';'Tuija';'Linna-Pirinen';'aluepäällikkö, eläkeläinen';'Hyvinkää';'SDP';'15.8.2021';'';'';'';'3307,50';'3307,50';'';'';'';'';'';'';'';'';'';'';'3307,50';'3307,50';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0172';'106';'Vesa';'Mauriala';'FT, yhteiskuntavaikuttamisen päällikkö';'Hyvinkää';'SDP';'21.6.2021';'';'';'';'1570';'1020';'';'';'550';'';'';'';'';'';'';'';'1570';'120';'0';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'1450';'X';'';'';''
'0173';'106';'Riitta';'Miettinen';'VTM, eläkeläinen';'Hyvinkää';'SDP';'30.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Yksi lehti-ilmoitus paikallislehti Aamupostissa 6.6.2021, osuus ilmoituksesta oli 241,86 €. Ei muita kuluja.'
'0175';'106';'Heikki';'Mustakallio';'vs. varhaiskasvatuksen opettaja, KM';'Hyvinkää';'SDP';'28.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Kuluni olivat 48,36 euroa, jotka muodostuivat 300 flyierin eli lentolehtisen painamisesta kirjapainossa.'
'0181';'106';'Ossi';'Ollikainen';'yhteisöpedagogi AMK, aluetoiminnan asiantuntija';'Hyvinkää';'SDP';'22.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0183';'106';'Irma';'Pahlman';'varatuomari, oikeustieteen tohtori';'Hyvinkää';'SDP';'15.8.2021';'';'';'';'3604,10';'1410,10';'0,00';'0,00';'0,00';'0,00';'1669,00';'525,00';'0,00';'0,00';'0,00';'0,00';'3604,10';'3313,10';'';'';'X';'';'';'X';'';'';'X';'';'291,00';'X';'';'';'X';'';'';''
'0185';'106';'Helena';'Parpala';'eläkeläinen';'Hyvinkää';'SDP';'2.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0187';'106';'Pinja';'Perholehto';'puolueen nuorisojärjestön puheenjohtaja';'Hyvinkää';'SDP';'15.8.2021';'';'';'';'2688';'757';'';'';'';'80';'690';'1161';'';'';'';'';'2688';'88';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'2600';'';'';'';''
'0194';'106';'Eija';'Skyttä';'lähihoitaja';'Hyvinkää';'SDP';'9.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0196';'106';'Timo';'Suikkanen';'sähköasentaja';'Hyvinkää';'SDP';'5.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Vaalirahoitus yhteensä: 398,00Sähköliiton tuki: 152,00Hyvinkään sähköalantyöntekijäin ammattiosasto 013ry:n tuki:: 246,00'
'0201';'106';'Jari-Pekka';'Velin';'asentaja';'Hyvinkää';'SDP';'26.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0209';'106';'Kosti';'Kallio';'rovasti, teologian maisteri';'Hyvinkää';'KD';'29.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0214';'106';'Mirja';'Pajunen';'sosionomi AMK, varhaiskasvatuksen opettaja';'Hyvinkää';'KD';'7.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0216';'106';'Inga-Lill';'Rajala';'toimittaja, eläkeläinen';'Hyvinkää';'KD';'1.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0219';'106';'Reija';'Taupila';'tuottaja, toimittaja';'Hyvinkää';'KD';'26.7.2021';'';'';'';'977,85';'442';'';'';'';'';'144';'391,85';'';'';'';'';'977,85';'777,85';'';'200';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0223';'106';'Carita';'Auvinen';'kauppateknikko';'Hyvinkää';'PS';'29.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0225';'106';'Tiina';'Halla-aho';'veturinkuljettaja';'Hyvinkää';'PS';'7.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0226';'106';'Matti';'Heikkilä';'diplomi-insinööri';'Hyvinkää';'PS';'19.6.2021';'19.6.2021';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0227';'106';'Kalle';'Helin';'liikuntapaikanhoitaja';'Hyvinkää';'PS';'20.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0234';'106';'Arto';'Järvinen';'varatuomari, käräjätuomari';'Hyvinkää';'PS';'17.6.2021';'';'';'';'391';'';'';'';'';'';'310';'81';'';'';'';'';'391';'391';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0236';'106';'Heikki';'Jäske';'eläkeläinen';'Hyvinkää';'PS';'28.6.2021';'';'';'';'40';'';'';'';'';'';'40';'';'';'';'';'';'40';'40';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0238';'106';'Tiina';'Karhunen';'kätilö-sairaanhoitaja (AMK)';'Hyvinkää';'PS';'26.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0241';'106';'Jori';'Kopponen';'isännöitsijä';'Hyvinkää';'PS';'19.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0243';'106';'Saku';'Koskinen';'varastomies';'Hyvinkää';'PS';'4.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0244';'106';'Jani';'Kuivala';'sähköasentaja';'Hyvinkää';'PS';'10.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0247';'106';'Veijo';'Lappalainen';'kaukolämpöasentaja';'Hyvinkää';'PS';'12.8.2021';'12.8.2021';'';'';'800';'';'';'';'';'';'682';'118';'';'';'';'';'800';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'800';'X';'';'';''
'0250';'106';'Juuso';'Liinakari';'myyntijohtaja';'Hyvinkää';'PS';'7.7.2021';'';'';'';'900';'';'';'';'';'300';'';'600';'';'';'';'';'900';'300';'0';'0';'X';'';'600';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
'0251';'106';'Jouni';'Lindell';'kunnossapidon ammattimies, hienomekaanikko';'Hyvinkää';'PS';'22.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0252';'106';'Mira';'Lindgren';'koulunkäynninohjaaja, järjestyksenvalvoja';'Hyvinkää';'PS';'20.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0259';'106';'Leena';'Meri';'kansanedustaja, varatuomari';'Hyvinkää';'PS';'1.8.2021';'';'';'';'3099,65';'703,65';'';'';'';'';'2210';'186';'';'';'';'';'3099,65';'3099,65';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0271';'106';'Henri';'Perälahti';'sähköverkkoasentaja, järjestyksenvalvoja';'Hyvinkää';'PS';'19.6.2021';'';'';'';'5044,52';'200';'';'';'491,2';'';'1900';'2453,32';'';'';'';'';'5044,52';'2644,52';'';'1400';'X';'';'1000';'';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0272';'106';'Jari';'Piirainen';'lukkoseppä';'Hyvinkää';'PS';'18.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0276';'106';'Toni';'Rintala';'filosofian maisteri';'Hyvinkää';'PS';'19.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0277';'106';'Onni';'Rostila';'lakimies, OTM';'Hyvinkää';'PS';'9.8.2021';'';'';'';'1653,76';'324,02';'';'';'374,34';'';'60';'895,40';'';'';'';'';'1653,76';'1653,76';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0281';'106';'Matti';'Salomäki';'insinööri (AMK), IT-konsultti';'Hyvinkää';'PS';'18.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Maksoin kaiken itse, erittely:Nettisivut ja domain 48€Lakuja ja mehua hiihtoladun vieressä jaettavaksi 40€Ledi valotaulu mainonta 72,33€Flyerit 68,22 €Yhteensä: 228,55€'
'0289';'106';'Kai';'Uusitalo';'yrittäjä';'Hyvinkää';'PS';'21.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0293';'106';'Kari';'Åvist';'huoltopäällikkö, RKM';'Hyvinkää';'PS';'21.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0295';'106';'Hanna';'Ajanki';'rakennusinsinööri (AMK)';'Hyvinkää';'VIHR';'19.7.2021';'10.8.2021';'';'';'52';'27';'';'';'';'';'';'';'';'';'';'25';'52';'52';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Hyvinkään vihreät ry:n on tarkoitus käyttää 30 ehdokkaansa yhteismainontaan kaikkiaan 22.000 euroa, mikä tekee n. 730€/ehdokas.'
'0296';'106';'Laura';'Alkula';'IT manager, business connect';'Hyvinkää';'VIHR';'21.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Käytin 108,50 euroa ulkomainokseen ja 30 euroa mainostamiseen Facebookissa. Lisäksi Hyvinkään vihreät ry käytti 30 ehdokkaansa yhteismainontaan kaikkiaan 22.000 euroa, mikä tekee n. 730 €/ehdokas.'
