'Ehdokasnumero';'Kuntanumero';'Etunimet';'Sukunimi';'Arvo/ammatti/tehtava';'Vaalipiiri/Kunta';'Puolue';'Saapumispaiva';'Muokkauspaiva';'Ehdokkaan mahdollisen tukiryhman nimi';'Vaalirahoitukseni ei ole ylittanyt 800 euroa';'Vaalikampanjan kulut yhteensa';'Sanoma- ilmaisjakelu- ja aikakauslehdet';'Radio';'Televisio';'Tietoverkot';'Muut viestintavalineet';'Ulkomainonta';'Vaalilehtien esitteiden ja muun painetun materiaalin hankinta';'Mainonnan suunnittelu';'Vaalitilaisuudet';'Vastikeellisen tuen hankintakulut';'Muut kulut';'Vaalikampanjan rahoitus yhteensa';'2.1 Rahoitus sisaltaa omia varoja yhteensa';'2.2 Rahoitus sisaltaa ehdokkaan ja tukiryhman ottamia lainoja yhteensa';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa';'2.3 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta yksityishenkilolta ("x")';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa';'2.4 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta yrityksilta ("x")';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa';'2.5 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta puolueelta ("x")';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa';'2.6 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta puolueyhdistyksilta ("x")';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa';'2.7 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta muilta tahoilta ("x")';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti';'2.8 Rahoitus sisaltaa valitettya tukea yhteensa';'E. vapaaehtoinen erittely'
'0073';'297';'Tuomo';'Rissanen';'myyntijohtaja';'Kuopio';'KESK';'16.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0074';'297';'Markku';'Rossi';'maakuntaneuvos';'Kuopio';'KESK';'26.7.2021';'';'Itä-Suomen Etu ry';'';'4887,72';'1309,10';'505,20';'';'';'768,80';'920,08';'1119,54';'165,00';'';'';'100,00';'4887,72';'3687,72';'';'';'X';'';'1200,00';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0077';'297';'Leila';'Savolainen';'terveydenhoitaja';'Kuopio';'KESK';'27.6.2021';'';'';'';'3686,80';'1824,00';'';'';'';'';'';'644,80';'350';'';'';'868';'3686,80';'3686,80';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0078';'297';'Tuula';'Savolainen';'palvelupäällikkö, työterveyshoitaja';'Kuopio';'KESK';'26.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0079';'297';'Teija';'Savolainen-Lipponen';'asiakaspäällikkö, toimintaterapeutti';'Kuopio';'KESK';'11.8.2021';'11.8.2021';'';'';'1348,25';'320';'';'';'';'';'';'678,25';'350';'';'';'';'1348,25';'1348,25';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0082';'297';'Tapio';'Tolppanen';'maanviljelijä';'Kuopio';'KESK';'9.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0089';'297';'Mirja';'Wihuri';'rakennusinsinööri, YTK';'Kuopio';'KESK';'16.8.2021';'';'';'';'1100';'500';'';'';'';'';'250';'100';'100';'50';'0';'100';'1100';'1100';'0';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
'0090';'297';'Adam';'Al-Sawad';'yrittäjä';'Kuopio';'VAS';'30.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Kulut ja rahoitus 250€, joka oli omaa rahaa ja meni kokonaan Facebook-mainontaan.'
'0094';'297';'Kari';'Hartikainen';'yrittäjä';'Kuopio';'VAS';'20.10.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0103';'297';'Kalle';'Keinänen';'herastuomari, sähköasentaja';'Kuopio';'VAS';'21.8.2021';'';'';'';'2460,44';'1426,92';'372';'';'';'';'';'661,52';'';'';'';'';'2460,44';'2010,44';'';'';'';'';'';'';'';'';'';'';'';'';'';'450';'X';'';'';''
'0105';'297';'Heikki';'Korppi';'päätoiminen työsuojeluvaltuutettu, ensihoitaja';'Kuopio';'VAS';'11.10.2021';'';'';'';'1089,38';'0,0';'0,0';'0,0';'0,0';'250,00';'0,0';'839,38';'0,0';'0,0';'0,0';'0,0';'1089,38';'1089,38';'0,00';'0,00';'X';'';'0,00';'';'';'0,00';'X';'';'0,00';'X';'';'0,00';'X';'';'0,00';''
'0106';'297';'Veijo';'Kukkonen';'ammattiliittotoimitsija';'Kuopio';'VAS';'23.6.2021';'10.8.2021';'';'';'900';'512';'';'';'';'103';'';'100';'';'';'';'185';'900';'200';'0';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'700';'X';'';'700';''
'0112';'297';'Laura';'Meriluoto';'yhteiskuntatieteiden maisteri, järjestöasiantuntija';'Kuopio';'VAS';'15.8.2021';'';'';'';'1826,18';'958,07';'0';'0';'395,61';'101,30';'0';'223,20';'0';'0';'0';'148';'1826,18';'78,32';'0';'825';'X';'';'750';'X';'';'0';'X';'';'172,86';'X';'';'0';'X';'';'';'Saatu Vasemmistonaisilta tukea 172,86 €'
'0113';'297';'Hannu';'Miettinen';'aluejohtaja, eläkeläinen';'Kuopio';'VAS';'15.8.2021';'';'';'';'1800';'820';'';'';'';'';'310';'210';'';'460';'';'';'1800';'465';'';'';'';'';'';'';'';'';'';'';'';'';'';'1335';'';'';'';''
'0127';'297';'Soile';'Sirkka';'sosionomi (AMK)';'Kuopio';'VAS';'25.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0137';'297';'Tanja';'Airaksinen';'erityisopettaja, FM';'Kuopio';'SDP';'15.8.2021';'';'';'';'6882,63';'4949,74';'811,41';'';'124';'399,70';'176,08';'367,90';'';'';'';'53,80';'6882,63';'6882,63';'0';'0';'';'';'0';'';'';'0';'';'';'0';'';'';'0';'';'';'';''
'0138';'297';'Rauno';'Airas';'kunnallisneuvos';'Kuopio';'SDP';'11.8.2021';'';'';'';'1300';'1230';'';'';'';'70';'';'';'';'';'';'';'1300';'1200';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'100';'';'';'';''
'0140';'297';'Iris';'Asikainen';'sairaanhoitaja, eläkeläinen';'Kuopio';'SDP';'26.6.2021';'';'';'';'1500';'1050';'';'';'';'';'';'450';'';'';'';'';'1500';'1500';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0141';'297';'Teemu';'Backnäs';'diplomi-insinööri';'Kuopio';'SDP';'25.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0147';'297';'Nina';'Hakokivi';'lähihoitaja, mielenterveys-, kriisi- ja päihdetyö';'Kuopio';'SDP';'10.8.2021';'';'';'';'1016,74';'1016,74';'';'';'';'';'';'';'';'';'';'';'1016,74';'';'';'';'';'';'1016,74';'';'';'';'X';'';'';'X';'';'';'';'';'';'Nosturikujetus Ari Hakokivi Oy maksoi yhden medialaskun summaltaan 1016,74 eur (vaalimainos Savon Sanomissa). Muutoin en käyttänyt rahaa lainkaan. Rahana saatuja tukisuorituksia ei ole yhtään.'
'0157';'297';'Tiina';'Kaartinen';'päiväkodin johtaja';'Kuopio';'SDP';'24.7.2021';'';'';'';'1735';'555';'';'';'';'530';'';'390';'210';'';'';'50';'1735';'1735';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0158';'297';'Marja Leena';'Keinänen';'pääluottamusmies, sairaanhoitaja';'Kuopio';'SDP';'3.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0165';'297';'Hannu';'Kokki';'erikoislääkäri, dosentti';'Kuopio';'SDP';'17.6.2021';'';'';'';'9400';'1800';'';'';'';'';'';'6800';'800';'';'';'';'9400';'9400';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0170';'297';'Jaakko';'Kosunen';'opettaja, eläkeläinen';'Kuopio';'SDP';'30.6.2021';'';'';'';'1399,07';'950,52';'';'';'';'';'';'448,55';'';'';'';'';'1399,07';'1399,07';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0175';'297';'Tytti';'Luoma';'FM, koulutuspäällikkö';'Kuopio';'SDP';'14.8.2021';'';'';'';'2889,15';'459,55';'';'';'264,41';'';'';'615,74';'';'';'';'1549,45';'2889,15';'2889,15';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0177';'297';'Jaana';'Miettinen';'YTM, sosiaalipsykologi';'Kuopio';'SDP';'21.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0183';'297';'Ilkka';'Pentti';'näyttelijä';'Kuopio';'SDP';'4.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0185';'297';'Henna-Riikka';'Pitkänen';'scheduler, bioanalyytikko';'Kuopio';'SDP';'1.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Facebookmainonta 50€, Instagrammainonta 10€. Ei ulkopuolista rahaa. '
'0186';'297';'Pekka';'Pollari';'yleislääketieteen erikoislääkäri';'Kuopio';'SDP';'28.6.2021';'';'';'';'300';'300';'';'';'';'';'';'';'';'';'';'';'300';'300';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0190';'297';'Saana';'Rantonen';'sairaanhoitaja';'Kuopio';'SDP';'28.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0197';'297';'Pauliina';'Ryökäs';'opiskelija';'Kuopio';'SDP';'10.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0199';'297';'Neeta';'Röppänen';'logistiikkapäällikkö';'Kuopio';'SDP';'12.8.2021';'';'';'';'2206';'1037';'';'';'503';'';'';'434';'182';'';'';'50';'2206';'1406';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'800';'X';'Saatu tuki sisältää 500 € tukea Osuuskunta Tradekalta.';'';''
'0203';'297';'Irja';'Sokka';'johtava asiantuntija, TtM';'Kuopio';'SDP';'29.7.2021';'';'';'';'2700,02';'1831,70';'0';'0';'0';'365,32';'0';'372,00';'0';'0';'0';'131,00';'2700,02';'2700,02';'0';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
'0209';'297';'Veijo';'Tirkkonen';'pääluottamusmies';'Kuopio';'SDP';'5.8.2021';'5.8.2021';'';'';'1683';'793';'';'';'550';'';'240';'100';'';'';'';'';'1683';'833';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'850';'X';'';'';''
'0221';'297';'Tuula';'Väätäinen';'kansanedustaja, sairaanhoitaja';'Kuopio';'SDP';'27.6.2021';'';'';'';'2735,54';'459,55';'0';'0';'0';'110,80';'0';'615,74';'0';'0';'0';'1549,45';'2735,54';'2235,54';'0';'0';'X';'';'500';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
'0229';'297';'Björn';'Cederberg';'lääkäri, pastori';'Kuopio';'KD';'24.6.2021';'';'';'';'1426,51';'68,82';'';'';'';'1083,19';'';'274,50';'';'';'';'';'1426,51';'1426,51';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0251';'297';'Heli';'Norja';'hyvinvoinninedistämisen johtaja, eläkkeellä';'Kuopio';'KD';'26.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0253';'297';'Annukka';'Ojala';'terveyskeskuslääkäri';'Kuopio';'KD';'3.9.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0263';'297';'Rauno';'Taskinen';'kapteeni evp.';'Kuopio';'KD';'6.7.2021';'';'';'';'1663';'123';'';'';'50';'1132';'';'278';'';'80';'';'';'1663';'1663';'0';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'123 eu Petosen lehti 278 eu flyer painotuote käteen jaettava vaalimainos550 eu Savon Sanomat digimainos vaalikonesivulla582 eu Savon Sanomat näköislehti välisivun mainos 50 eu tietoverkot Facebook mainonta80 eu vaalitilaisuudet kahvitarjoilut ja polttoainekuluja'
'0270';'297';'Harri';'Auvinen';'tutkimus- ja kehittämispäällikkö';'Kuopio';'VIHR';'16.8.2021';'';'';'';'4773,91';'577,63';'';'';'399,87';'1555,60';'422,00';'1618,81';'100,00';'';'';'100,00';'4773,91';'4773,91';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0271';'297';'Marja';'Berg';'erikoislääkäri, yrittäjä';'Kuopio';'VIHR';'15.8.2021';'';'';'';'6028,72';'3602,32';'';'';'342';'';'1169';'485,20';'130,20';'200';'';'100';'6028,72';'5828,72';'';'';'X';'';'200';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0277';'297';'Johanna';'Järventaus';'henkilöstöasiantuntija';'Kuopio';'VIHR';'3.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0280';'297';'Kaisa';'Kantele';'sosiaalityöntekijä,YTM';'Kuopio';'VIHR';'15.8.2021';'';'';'';'2134,23';'191,17';'';'';'284,49';'';'1045,07';'189,1';'74,40';'';'';'350';'2134,23';'781,44';'0';'1352,79';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0282';'297';'Kaija';'Koponen';'sosionomi (AMK)';'Kuopio';'VIHR';'28.6.2021';'16.8.2021';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0285';'297';'Sami';'Kumpulainen';'opettaja, FM';'Kuopio';'VIHR';'24.6.2021';'';'';'';'913,07';'34';'0';'0';'134,47';'0';'196';'189,1';'218,6';'40,9';'0';'100';'913,07';'913,07';'0';'0';'X';'En ole ottanut lahjoituksia vastaan. Rahoitin koko kampanjan itse omista varoistani. ';'0';'X';'En ole ottanut lahjoituksia vastaan. Rahoitin koko kampanjan itse omista varoistani. ';'0';'X';'En ole ottanut lahjoituksia vastaan, Rahoitin koko kampanjan itse omista varoistani, ';'0';'X';'En ole ottanut lahjoituksia vastaan, Rahoitin koko kampanjan itse omista varoistani, ';'0';'X';'En ole ottanut lahjoituksia vastaan. Rahoitin koko kampanjan itse omista varoistani. ';'0';'En ole ottanut lahjoituksia tai rahallista tukea vastaan. Koko kampanja on rahoitettu omilla varoillani.'
'0287';'297';'Laura';'Kuusela';'luokanopettaja';'Kuopio';'VIHR';'21.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0288';'297';'Anton';'Laakso';'ilmastotutkija, FT';'Kuopio';'VIHR';'2.8.2021';'';'';'';'134';'34';'';'';'';'';'';'';'';'';'';'100';'134';'134';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0290';'297';'Sanna';'Mertanen';'vt. kirkkoherra';'Kuopio';'VIHR';'10.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0295';'297';'Petri';'Nieminen';'ympäristöasiantuntija, FM';'Kuopio';'VIHR';'22.6.2021';'';'';'';'3145,04';'153,29';'961,56';'';'647,95';'';'1282,24';'';'';'';'';'100';'3145,04';'947,34';'';'2197,7';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0301';'297';'Anne';'Paulo-Tuovinen';'psykologi';'Kuopio';'VIHR';'16.8.2021';'';'';'';'2293,12';'1169,04';'300,00';'';'40';'';'446,40';'287,68';'50';'';'';'';'2293,12';'2293,12';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0306';'297';'Miika';'Raudaskoski';'lukion lehtori';'Kuopio';'VIHR';'20.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0309';'297';'Matti';'Sariola';'eläkeläinen, opettaja';'Kuopio';'VIHR';'25.6.2021';'';'';'';'974,64';'279,40';'';'';'197,88';'';'';'463,36';'';'';'';'34,00';'974,64';'974,64';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0313';'297';'Kari';'Sutinen';'opettaja, eläkkeellä';'Kuopio';'VIHR';'5.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0314';'297';'Jenni';'Vaattovaara';'vastaava hammaslääkäri';'Kuopio';'VIHR';'4.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0317';'297';'Atte';'Von Wright';'professori emeritus';'Kuopio';'VIHR';'9.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0320';'297';'Jarmo';'Auvinen';'tuotantoesimies, metsätalousyrittäjä';'Kuopio';'PS';'3.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0322';'297';'Jorma';'Eskelinen';'yrittäjä';'Kuopio';'PS';'1.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0323';'297';'Heli';'Eskelinen';'lähihoitaja';'Kuopio';'PS';'22.7.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0331';'297';'Vuokko';'Hämäläinen';'sairaanhoitaja, eläkeläinen';'Kuopio';'PS';'3.8.2021';'';'';'';'3372,81';'895,95';'1066,40';'0';'614,76';'0';'345,80';'349,90';'0';'0';'0';'100';'3372,81';'3312,81';'0';'0';'';'';'0';'';'';'0';'';'';'60,00';'';'';'0';'';'';'0';'2.6 Rahoitus sisältää puolueyhdistyksiltä saatu tuki: Perusnaiset ry:ltä vaalimainostukea 60 euroa'
'0339';'297';'Markus';'Jukarainen';'varastopäälikkö, rakennusmies';'Kuopio';'PS';'5.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0340';'297';'Pauli';'Kainulainen';'maalari, ammatinohjaaja';'Kuopio';'PS';'11.8.2021';'';'';'';'2277,86';'790,28';'620';'';'';'';'47,40';'708,02';'';'';'';'112,16';'2277,86';'1327,86';'';'950';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0351';'297';'Ari';'Kultala';'yrittäjä, LKV';'Kuopio';'PS';'19.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0358';'297';'Jukka';'Littunen';'vanhempi konstaapeli';'Kuopio';'PS';'14.8.2021';'';'';'';'1303,87';'754,42';'';'';'';'';'229,6';'319,85';'';'';'';'';'1303,87';'1303,87';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0360';'297';'Ville';'Lätti';'hum.kand.';'Kuopio';'PS';'11.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0371';'297';'Outi';'Peltola';'lääkäri';'Kuopio';'PS';'20.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0373';'297';'Risto';'Pirinen';'rehtori, eläkeläinen';'Kuopio';'PS';'22.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0381';'297';'Minna';'Reijonen';'kansanedustaja, farmaseutti';'Kuopio';'PS';'4.8.2021';'';'';'';'1598,41';'1598,41';'';'';'';'';'';'';'';'';'';'';'1598,41';'1598,41';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0396';'297';'Pekka';'Timonen';'lääkäri';'Kuopio';'PS';'3.8.2021';'';'';'';'1621,41';'';'';'';'1386';'';'';'235,41';'';'';'';'';'1621,41';'1621,41';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0397';'297';'Mika';'Tissari';'yrittäjä';'Kuopio';'PS';'8.9.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0403';'297';'Matti';'Vanhanen';'FT, neuropsykologi';'Kuopio';'PS';'27.10.2021';'';'';'';'200';'200';'';'';'';'';'';'';'';'';'';'';'200';'200';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0406';'297';'Mika';'Wallius';'vanhempi konstaapeli';'Kuopio';'PS';'21.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Walliuksen vaalikulut: Mainonta 381,91 e, polttoaineet 40,e,tilaisuudet 254,85 e.'
'0410';'297';'Elena';'Chiksoeva';'restonomi (YAMK), myyntipäällikkö';'Kuopio';'KOK';'16.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0413';'297';'Miia';'Eskelinen-Fingerroos';'toimitusjohtaja';'Kuopio';'KOK';'17.8.2021';'';'';'';'1750,00';'160,00';'0,00';'0,00';'0,00';'310,00';'1000,00';'200,00';'0,00';'0,00';'0,00';'80,00';'1750,00';'1500,00';'0,00';'250,00';'X';'';'0,00';'X';'';'0,00';'X';'';'0,00';'X';'';'0,00';'X';'';'0,00';''
'0422';'297';'Ilkka';'Hirvonen';'teknologia- ja ravintolayrittäjä';'Kuopio';'KOK';'16.8.2021';'';'';'';'230';'';'';'';'';'';'150';'80';'';'';'';'';'230';'80';'';'';'X';'';'150';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0427';'297';'Juuso';'Ikonen';'myyntineuvottelija, selostaja';'Kuopio';'KOK';'16.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0432';'297';'Satu';'Kapanen';'toimitusjohtaja';'Kuopio';'KOK';'25.6.2021';'';'';'';'1499,80';'204';'';'';'';'';'1295,80';'';'';'';'';'';'1499,80';'1499,80';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0439';'297';'Marko';'Kilpi';'kansanedustaja';'Kuopio';'KOK';'16.8.2021';'';'Kilpirintama ry';'';'934';'934';'';'';'';'';'';'';'';'';'';'';'934';'135';'';'';'X';'';'799';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0440';'297';'Anna-Kaisa';'Kokkonen';'terveystieteiden maisteri, kliinisen hoitotyön opettaja';'Kuopio';'KOK';'5.8.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0442';'297';'Allu';'Koskinen';'yrittäjä, tapahtumajärjestäjä';'Kuopio';'KOK';'14.8.2021';'';'';'';'1592,90';'1257,36';'0';'0';'0';'0';'0';'186,74';'148,80';'0';'0';'0';'1593,10';'335,54';'0';'0';'X';'';'1257,56';'X';'Tuki alle 800€/yritys';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
'0445';'297';'Anu';'Kähkönen';'yhteiskuntatieteiden maisteri, markkinointikoordinaattori';'Kuopio';'KOK';'29.6.2021';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'Maksoin kokoomuksen Kuopion kunnallisjärjestön yhteismarkkinointimaksu 80 euroa.'
'0453';'297';'Tuija';'Martikainen';'fysioterapeutti, yrittäjä';'Kuopio';'KOK';'22.6.2021';'';'';'';'467,74';'';'';'';'117,54';'';'';'285,20';'';'65';'';'';'467,74';'467,74';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';''
'0457';'297';'Pekka';'Niiranen';'dosentti, toimittaja';'Kuopio';'KOK';'18.7.2021';'';'Savo-Karjalan ääni';'';'5809,65';'1175,33';'';'';'';'519,00';'1227,60';'2483,72';'';'';'';'404,00';'5809,65';'3859,47';'0';'400,00';'X';'';'900,00';'X';'';'0';'X';'';'0';'X';'';'650,18';'X';'';'0';''
'0460';'297';'Juho';'Oikarinen';'filosofian tohtori, matematiikan lehtori';'Kuopio';'KOK';'15.8.2021';'';'';'';'1146,80';'958,80';'';'';'108';'';'';'80';'';'';'';'';'1146,80';'1096,80';'';'';'X';'';'';'X';'';'50';'X';'';'';'X';'';'';'X';'';'';''
'0462';'297';'Karoliina';'Partanen';'asianajaja, varatuomari';'Kuopio';'KOK';'11.8.2021';'';'';'';'3178,37';'444,00';'';'';'134,37';'1860,00';'638,60';'';'';'';'';'101,40';'3178,37';'1379,37';'';'';'X';'';'1799,00';'';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0467';'297';'Sakari';'Pääkkö';'valtiotieteiden kandidaatti, suunnittelija';'Kuopio';'KOK';'8.8.2021';'';'';'';'3425';'3295';'';'';'';'';'';'';'';'';'';'130';'3425';'445';'';'780';'X';'';'1560';'X';'';'';'';'';'640';'';'';'';'';'';'';''
