'Ehdokasnumero';'Kuntanumero';'Etunimet';'Sukunimi';'Arvo/ammatti/tehtava';'Vaalipiiri/Kunta';'Puolue';'Saapumispaiva';'Muokkauspaiva';'Ehdokkaan mahdollisen tukiryhman nimi';'Vaalirahoitukseni ei ole ylittanyt 800 euroa';'Vaalikampanjan kulut yhteensa';'Sanoma- ilmaisjakelu- ja aikakauslehdet';'Radio';'Televisio';'Tietoverkot';'Muut viestintavalineet';'Ulkomainonta';'Vaalilehtien esitteiden ja muun painetun materiaalin hankinta';'Mainonnan suunnittelu';'Vaalitilaisuudet';'Vastikeellisen tuen hankintakulut';'Muut kulut';'Vaalikampanjan rahoitus yhteensa';'2.1 Rahoitus sisaltaa omia varoja yhteensa';'2.2 Rahoitus sisaltaa ehdokkaan ja tukiryhman ottamia lainoja yhteensa';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa';'2.3 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta yksityishenkilolta ("x")';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa';'2.4 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta yrityksilta ("x")';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa';'2.5 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta puolueelta ("x")';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa';'2.6 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta puolueyhdistyksilta ("x")';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa';'2.7 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta muilta tahoilta ("x")';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti';'2.8 Rahoitus sisaltaa valitettya tukea yhteensa';'E. vapaaehtoinen erittely'
'0015';'052';'Janne';'Mikkola';'yrittäjä';'Evijärvi';'KOK';'13.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0017';'052';'Heta-Mari';'Hernesniemi';'ympäristöasiantuntija, diplomi-insinööri';'Evijärvi';'KOK';'15.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0018';'052';'Ulla';'Lassila';'postityöntekijä';'Evijärvi';'KD';'31.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'* Itse maksanut yht. 30,92 (esitteitä ja kiitos äänestäjille lehdessä)<br />* KD Evijärven po. maksanut yht. 229,02 (lehtimainokset ja julisteet)<br />Kaikki yhteensä 259,94e.'
'0002';'074';'Pertti';'Kauppinen';'Yrittäjä';'Halsua';'PS';'02.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0013';'074';'Sari';'Korpinen';'Lähihoitaja';'Halsua';'KESK';'08.08.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0014';'074';'Tiina';'Koskela';'Lähihoitaja';'Halsua';'KESK';'30.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0015';'074';'Antti';'Kujala';'Maatalousyrittäjä';'Halsua';'KESK';'14.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0016';'074';'Mira';'Kukkola';'Opiskelija';'Halsua';'KESK';'30.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0017';'074';'Esko';'Leppäharju';'Maanviljelijä, eläkeläinen';'Halsua';'KESK';'02.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0018';'074';'Eljas';'Liedes';'maatalousyrittäjä, lomittaja';'Halsua';'KESK';'04.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0019';'074';'Antti';'Lindfors';'Liiketalouden opiskelija';'Halsua';'KESK';'12.07.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0020';'074';'Jyrki';'Mastokangas';'Maanviljelijä, yrittäjä';'Halsua';'KESK';'04.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0021';'074';'Noora';'Mastokangas-Briceño';'Opettaja';'Halsua';'KESK';'07.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0022';'074';'Nina';'Meriläinen';'Yrittäjä';'Halsua';'KESK';'16.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0003';'074';'Marko';'Meriläinen';'Yrittäjä';'Halsua';'PS';'16.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0023';'074';'Jarmo';'Pollari';'Yrittäjä';'Halsua';'KESK';'04.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0024';'074';'Timo';'Pärkkä';'Projektisuunnittelija';'Halsua';'KESK';'06.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0025';'074';'Kari';'Torppa';'Maatalouslomittaja, maatalousyrittäjä';'Halsua';'KESK';'03.05.2017';'';'';'';'0';'';'';'';'';'';'';'';'';'';'';'';'0';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0026';'074';'Jukka';'Tuominiemi';'Yrittäjä';'Halsua';'KESK';'02.08.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0027';'074';'Andrus';'Tänav';'Maatalouslomittaja';'Halsua';'KESK';'01.09.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0004';'074';'Petri';'Hotakainen';'Yrittäjä';'Halsua';'KD';'27.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0005';'074';'Mari';'Saukko';'Sosionomi (AMK), kotiäiti';'Halsua';'KD';'24.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0008';'074';'Sanna';'Hietalahti';'Ravintolakokki, tarjoilija';'Halsua';'KESK';'02.08.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'En ole saanut enkä käyttänyt yhtään rahaa vaaleihin.'
'0009';'074';'Maarit';'Hotakainen';'Opettaja';'Halsua';'KESK';'08.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0010';'074';'Veli-Matti';'Hotakainen';'Yrittäjä';'Halsua';'KESK';'12.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0011';'074';'Tuukka';'Jussinmäki';'Liiketalouden tradenomi';'Halsua';'KESK';'08.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0012';'074';'Jussi';'Karhulahti';'Maaseutuasiamies';'Halsua';'KESK';'27.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0004';'145';'Arto';'Keränen';'kirvesmies, muusikko';'Ilmajoki';'SDP';'02.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0005';'145';'Tapani';'Kivimäki';'cts-asentaja, eläkeläinen';'Ilmajoki';'SDP';'28.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0007';'145';'Markku';'Koskela';'vesilaitoksenhoitaja';'Ilmajoki';'SDP';'12.06.2017';'';'';'';'905';'745';'0';'0';'0';'0';'0';'0';'0';'0';'0';'160';'905';'745';'0';'0';' ';'';'0';' ';'';'0';' ';'';'160';' ';'';'0';' ';'';'0';''
'0009';'145';'Heikki';'Kuula';'levysahuri, eläkeläinen';'Ilmajoki';'SDP';'16.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0011';'145';'Raine';'Latvala';'kattotyöntekijä, yrittäjä';'Ilmajoki';'SDP';'04.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'C. Vaalikampanjan kulujen erittely<br />1. Vaalikampanjan kulut yhteensä (kulut eriteltävä alla olevaan taulukkoon)<br />Vaalimainonta<br />Sanoma-, ilmaisjakelu-, ja aikakauslehdet 270,00 eur<br />Radio<br />Televisio<br />Tietoverkot<br />Muut viestintävälineet<br />Ulkomainonta<br />Vaalilehtien, esitteiden ja muun painetun materiaalin hankinta 100,00 eur<br />Mainonnan suunnittelu<br />Vaalitilaisuudet<br />Vastikkeellisen tuen hankintakulut<br />Muut kulut POLTTOAINE 60,00 eur<br /><br />D. Vaalikampanjan rahoituksen ja tuen erittely<br />(Yksityishenkilön nimeä ei saa ilmoittaa ilman hänen nimenomaista suostumustaan, jos hänen antamansa tuen arvo on pienempi kuin 800 €.)<br />2. Vaalikampanjan rahoitus yhteensä (rahoitus eritellään alla oleviin kohtiin)<br />2.1 Rahoitus sisältää omia varoja yhteensä 430,00 eur<br />'
'0014';'145';'Andreas';'Ollila';'sähköasentaja';'Ilmajoki';'SDP';'02.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0015';'145';'Johanna';'Reinilä';'muistihoitaja';'Ilmajoki';'SDP';'13.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0016';'145';'Jari';'Renkola';'kiinteistönhoitaja';'Ilmajoki';'SDP';'11.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0018';'145';'Irma';'Salmi';'artesaani';'Ilmajoki';'SDP';'28.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'Vaalikampanjan aikana olen osallistunut yhdistyksen puolueen joukkokuvaan, jonka rahoituksen on kustantanut yhdistys. Omia ilmoituksia ei ole ollut. Vaaliteltalla ollut ja jakanut naisliitolta saamiani kukansiemeniä sekä karkkeja. Rahaa en ole käyttänyt, koska olen työtön. '
'0019';'145';'Mari';'Välimaa';'yrittäjä, KTM';'Ilmajoki';'SDP';'03.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0083';'145';'Vera';'Garbali';'perhepäivähoitaja';'Ilmajoki';'KD';'08.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0021';'145';'Matti';'Ylisaukko-oja';'lihanleikkaaja';'Ilmajoki';'SDP';'07.06.2017';'';'suomenelintarvikeliitto osasto 52';'';'200,00';'200,00';'';'';'';'';'';'';'';'';'';'';'200,00';'0,0';'0,0';'0,0';' ';'';'0,0';' ';'';'0,0';' ';'';'0,0';' ';'';'200,00';' ';'';'';''
'0024';'145';'Juho';'Hannuksela';'opiskelija';'Ilmajoki';'KOK';'12.06.2017';'';'';'';'260';'260';'';'';'';'';'';'';'';'';'';'';'260';'260';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0025';'145';'Jyri';'Hannuksela';'lastaaja';'Ilmajoki';'KOK';'29.07.2017';'';'';'';'0';'';'';'';'';'';'';'';'';'';'';'';'0';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0026';'145';'Pauliina';'Hautamäki';'KTM, projektipäällikkö';'Ilmajoki';'KOK';'13.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'-Facebook-mainonta 50€<br />-Painokulut 100 €<br />-Muut 20 € <br />:)'
'0028';'145';'Jari';'Jokilehto';'ensihoidon kenttäjohtaja, vs. osastonhoitaja';'Ilmajoki';'KOK';'16.05.2017';'';'';'';'856,45';'502,45';'';'';'';'';'';'345';'';'';'';'9';'856,45';'856,45';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0030';'145';'Juha-Pekka';'Karvonen';'henkilöstöpäällikkö, yrittäjä';'Ilmajoki';'KOK';'12.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0031';'145';'Martti';'Mannersuo';'ylikonstaapeli, evp.';'Ilmajoki';'KOK';'02.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0032';'145';'Regina';'Ollila';'osaamiskeskuksen päällikkö';'Ilmajoki';'KOK';'07.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0033';'145';'Kirsi';'Perälä';'varatuomari';'Ilmajoki';'KOK';'12.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0098';'145';'Hannu';'Akkanen';'Logistiikkatyöntekijä, luottamusmies';'Ilmajoki';'PS';'15.04.2017';'12.06.2017';'Isänmaan asialla tukiryhmä';'';'1272';'422';'';'';'100';'';'250';'150';'';'200';'';'150';'1272';'0';'0';'';'X';'';'1072';'X';'';'0';'X';'';'0';'X';'';'200';'X';'';'0';'Kohdassa muut kulut. Koskenkorvan Urheilijoiden kausikortti 150e (Arpajaispalkinto)<br />'
'0034';'145';'Niclas';'Pöytälaakso';'opiskelija';'Ilmajoki';'KOK';'12.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0035';'145';'Helena';'Rahkola';'yrittäjä, lastenhoitaja';'Ilmajoki';'KOK';'10.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0036';'145';'Juho';'Raumanni';'työnjohtaja, maanviljelijä';'Ilmajoki';'KOK';'07.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0037';'145';'Timo';'Tuomikoski';'ekonomi';'Ilmajoki';'KOK';'03.05.2017';'';'';'';'887,16';'887,16';'';'';'';'';'';'';'';'';'';'';'887,16';'887,16';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0038';'145';'Liisa';'Virtanen';'yrittäjä';'Ilmajoki';'KOK';'28.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0039';'145';'Jani';'Ylimäki';'yrittäjä';'Ilmajoki';'KOK';'12.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0040';'145';'Kari';'Yli-Ojanperä';'maatalousyrittäjä';'Ilmajoki';'KOK';'29.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0041';'145';'Heikki';'Ahola';'yrittäjä, eläkeläinen';'Ilmajoki';'KESK';'16.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0042';'145';'Juhani';'Filppula';'hallintotieteiden tohtori';'Ilmajoki';'KESK';'10.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0043';'145';'Jussi';'Haapala';'maanviljelijä';'Ilmajoki';'KESK';'13.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0065';'145';'Irma';'Petäjävirta';'koulunjohtaja, luokanopettaja';'Ilmajoki';'KESK';'27.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0046';'145';'Reetta';'Kananoja';'avopalveluohjaaja';'Ilmajoki';'KESK';'13.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0047';'145';'Timo';'Kankaanpää';'maanviljelijä';'Ilmajoki';'KESK';'28.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0048';'145';'Kari';'Knuuttila';'maatalousyrittäjä';'Ilmajoki';'KESK';'27.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0050';'145';'Heikki';'Koskimies';'agr. kouluttaja';'Ilmajoki';'KESK';'12.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0051';'145';'Vappu';'Kuivamäki';'yrittäjä, eläkeläinen';'Ilmajoki';'KESK';'06.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0052';'145';'Risto';'Lahti';'maatalous- ja ympäristöministerin erityisavustaja, elintarviketieteiden yo';'Ilmajoki';'KESK';'12.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0055';'145';'Pentti';'Luhtala';'eläkeläinen';'Ilmajoki';'KESK';'07.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0056';'145';'Sari';'Mantere';'yrittäjä';'Ilmajoki';'KESK';'31.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0058';'145';'Juha';'Mäkelä';'agrologi';'Ilmajoki';'KESK';'28.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0061';'145';'Sofia';'Mänty';'opiskelija';'Ilmajoki';'KESK';'15.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0074';'145';'Jaakko';'Tapio';'maatalousyrittäjä';'Ilmajoki';'KESK';'26.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0062';'145';'Janne';'Niemelä';'myymäläpäällikkö';'Ilmajoki';'KESK';'27.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0063';'145';'Simo';'Ojaluoma';'kiinteistönhoitaja';'Ilmajoki';'KESK';'08.05.2017';'';'';'';'511,70';'290,00';'';'';'';'';'';'221,70';'';'';'';'';'511,70';'361,70';'';'';'X';'';'';'X';'';'';'X';'';'150,00';'X';'';'';'X';'';'';''
'0064';'145';'Leeni';'Peltonen';'perushoitaja';'Ilmajoki';'KESK';'10.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'Kului yht. 293,18 €<br />sis. vaalimainonnan Ilmajoki-lehdessä '
'0066';'145';'Roope';'Pienimäki';'lähihoitaja';'Ilmajoki';'KESK';'02.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0067';'145';'Tomi';'Pitkäkangas';'yrittäjä';'Ilmajoki';'KESK';'19.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0068';'145';'Maria';'Rahko';'työkykykoordinaattori';'Ilmajoki';'KESK';'13.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0069';'145';'Ahti';'Ranto';'maanviljelijä';'Ilmajoki';'KESK';'14.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0072';'145';'Jouko';'Siltala';'kirvesmies';'Ilmajoki';'KESK';'13.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0075';'145';'Jukka';'Tietäväinen';'palvelupäällikkö';'Ilmajoki';'KESK';'08.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0076';'145';'Timo';'Tuuri';'fysioterapiayrittäjä, ekonomi';'Ilmajoki';'KESK';'13.06.2017';'13.06.2017';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0077';'145';'Kirsti';'Valli';'koulunkäyntiohjaaja';'Ilmajoki';'KESK';'13.06.2017';'13.06.2017';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0078';'145';'Arto';'Väli-Torala';'yrittäjä';'Ilmajoki';'KESK';'22.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0079';'145';'Kirsti';'Yli-Ojanperä';'vt.sosiaalityöntekijä';'Ilmajoki';'KESK';'29.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0080';'145';'Hanna-Liisa';'Yli-Rasku';'kätilö';'Ilmajoki';'KESK';'13.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0081';'145';'Antti';'Ålander';'johtava asiantuntija, DI';'Ilmajoki';'KESK';'26.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0082';'145';'Urpo';'Ämmänkoski';'yrittäjä';'Ilmajoki';'KESK';'18.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'Lehtimainoksia Ilmajoki-lehdessä. Keskustan Nopankylän paikallisosasto tuki 200 eur ja itse maksoin noin 350 eur.'
'0086';'145';'Juhani';'Pakkala';'ammattiopettaja, eläkeläinen';'Ilmajoki';'KD';'29.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0088';'145';'Harri';'Koskela';'yrittäjä';'Ilmajoki';'PS';'25.04.2017';'';'';'';'1845,93';'895,77';'0';'0';'0';'0';'785,16';'165';'0';'0';'0';'';'1845,93';'316,77';'';'';'X';'';'1529,16';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0089';'145';'Matti';'Köykkä';'lähihoitaja, vartija';'Ilmajoki';'PS';'21.09.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'0 euroa.'
'0090';'145';'Jarkko';'Leiniö';'yrittäjä';'Ilmajoki';'PS';'03.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
